euphoria	ju:'fɒ:riә	n. 兴奋, 陶醉, 陶醉感; [医] 精神愉快, 欣快	gre
Europe	'juәrәp	n. 欧洲	ielts zk
European	.juәrә'pi:әn	n. 欧洲人; a. 欧洲的, 欧洲人的	gk ielts zk
evacuate	i'vækjueit	v. 疏散, 撤出, 排泄	cet4 cet6 gre ielts ky toefl
evade	i'veid	v. (巧妙地)逃脱, 规避, 逃避	gre ielts ky toefl
evaluate	i'væljueit	vt. 评估, 评价, 赋值	cet4 cet6 gk ielts ky toefl
evaluation	i.vælju'eiʃәn	n. 评估, 估价, 求值; [计] 鉴定; 评价; 求值	cet6 gre
evanescent	.i:vә'nesnt	a. 逐渐消失的, 容易消散的, 短暂的; [医] 易消灭的, 渐消失的, 挥发性的	gre
evaporate	i'væpәreit	vi. 蒸发, 失去水分, 消失; vt. 使蒸发, 使脱水, 使消失	cet4 cet6 gre ielts ky toefl
evaporation	i.væpә'reiʃәn	n. 蒸发, 脱水, 消失; [化] 蒸发	cet6 toefl
evasion	i'veiʒәn	n. 逃避, 藉口; [法] 回避, 规避, 逃避	gre toefl
evasive	i'veisiv	a. 逃避的, 回避的, 托辞的; [法] 逃避的, 规避的, 推托的	gre toefl
eve	i:v	n. 前夕, 前夜	cet4 ky
even	'i:vәn	a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的; vt. 使平坦, 使相等; vi. 变平, 成为相等; adv. 甚至, 实际上, 完全, 十分; n. 偶数, 偶校验; [计] 偶数, 偶校验	gk gre ielts toefl zk
even-tempered		a. 性情平和的	gre
evenhanded	'i:vәn'hændid	a. 公平的, 公平无私的	gre
evening	'i:vniŋ	n. 傍晚, 晚间, 末期	gk ielts zk
evenly	'i:vәnli	adv. 平衡地, 平坦地, 平等地	cet6 toefl
event	i'vent	n. 事件, 结果, 事情的进程, 竞赛项目; [计] 事件	cet4 gk ielts ky
eventful	i'ventful	a. 变故多的, 多事的, 重要的	toefl
eventual	i'ventʃuәl	a. 最后的, 终于的	toefl
eventually	i'ventʃuәli	adv. 最后, 终于	cet4 cet6 gk ielts ky toefl
ever	'evә	adv. 曾经, 究竟, 永远	gk zk
evergreen	'evәgri:n	n. 常绿树, 常绿植物; a. 常绿的	toefl
everlasting	.evә'læstiŋ	a. 永恒的, 持久的; n. 上帝, 神	cet6 gre ielts toefl
every	'evri	a. 每一, 所有的	gk zk
everybody	'evribɒdi	pron. 每个人, 人人	gk zk
everyday	'evri'dei	a. 每天的, 日常的, 平常的	cet4 gk ky zk
everyone	'evriwʌn	pron. 每个人, 人人; [计] 系统中的一个组名	gk zk
everything	'evriθiŋ	pron. 每件事物, 所有事物	gk zk
everywhere	'evrihwєә	adv. 各处, 到处	gk zk
evict	i'vikt	vt. 逐出, 赶出, 驱逐; [法] 逐出, 驱逐, 没收	gre ielts
eviction	i'vikʃәn	n. 逐出, 赶出; [法] 收回财产, 收回租地, 没收	gre
evidence	'evidәns	n. 根据, 证据, 迹象; [经] 证据, 凭证	cet4 cet6 gk ielts ky toefl
evident	'evidәnt	a. 显然的, 明显的	cet4 cet6 gk ky toefl
evil	'i:vl	n. 邪恶, 不幸, 罪恶; a. 邪恶的, 不幸的, 有害的, 讨厌的	cet4 cet6 ky
evince	i'vins	vt. 表明(感情等), 表示出(特性等)	gre toefl
eviscerate	i'visәreit	vt. 取出内脏, 除去精华, 切除(病人)器官; vi. (因手术不良)内脏凸出	gre toefl
evocative	i'vɒkәtiv	a. 唤出...的, 唤起...的	gre
evoke	i'vәuk	vt. 唤起, 引起, 召(魂); [法] 提审, 移送	cet6 gre ielts ky toefl
evolution	.i:vә'lu:ʃәn	n. 进化, 发展, 进展, (气体)放出, 开方; [医] 进化, 演化, 旋出	cet4 cet6 gk ielts ky toefl
evolutionary	,i:vә'lu:ʃәnәri	a. 展开的, 进化论的, 进化的, 发展的; [计] 进化的, 改良的, 发展的	cet6 toefl
evolve	i'vɒlv	vi. 进展, 进化, 展开; vt. 使发展, 使推断出, 使进化	cet4 cet6 gre ky toefl
ewe	ju:	n. 母羊	gre
ewer	'ju:ә	n. (有柄的)大口水壶, 花瓶状水罐	gre
exacerbate	ek'sæsәbeit	vt. 使恶化, 使增剧, 激怒, 使加剧	gre ielts
exact	ig'zækt	a. 精确的, 准确的, 精密的; vt. 强求, 急需	cet4 gk gre ky toefl
exacting	ig'zæktiŋ	a. 苛求的, 吃力的	gre toefl
exactitude	ig'zæktitju:d	n. 正确(性), 精密, 精确(性), 严格	gre
exactly	i^'zæktli	adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此	cet4 gk
exaggerate	ig'zædʒәreit	v. 夸大, 夸张	cet4 cet6 gre ielts ky toefl
exaggeration	ig.zædʒә'reiʃәn	n. 夸张, 夸大的事物, 夸大之词	gre toefl
exalt	ig'zɒ:lt	vt. 提升, 提高, 赞扬, 使得意; vi. 使人兴奋, 使人得意	gre toefl
exaltation	.egzɒ:l'teiʃәn	n. 提升, 提高, 得意洋洋; [医] [异常]兴奋, 激越	gre
exalted	ig'zɒ:ltid	a. 高尚的, 尊贵的, 高位的, 兴奋的	toefl
exam	ig'zæm	n. 考试, 测验	ielts zk
examination	ig.zæmi'neiʃәn	n. 考试, 测验, 审查; [医] 检查, 诊察	cet4 cet6 ielts zk
examine	ig'zæmin	v. 检查, 调查, 考试	cet4 cet6 gk ky zk
example	ig'zæmpl	n. 例子, 样本, 实例; [化] 实例	gk ielts zk
examples		n. 例子；列证（example的复数形式）	ielts
exams		n. 考试；检查（exam的复数）	ielts
exasperate	ig'zæspәreit	vt. 使恼怒, 激怒, 恶化; a. 糙面的, 恼怒的, 激怒的	gre ielts toefl
excavate	'ekskәveit	v. 挖空, 挖出, 凿通	gre ielts toefl
excavation	.ekskә'veiʃәn	n. 挖掘, 发掘, 挖掘的洞; [医] 陷凹, 挖除	toefl
exceed	ik'si:d	vt. 超过, 超越, 胜过; vi. 超过其他	cet4 cet6 gre ielts ky toefl
exceedingly	ik'si:diŋli	adv. 极端地, 极度地, 非常	cet4 cet6 ielts ky
excel	ik'sel	vt. 胜过, 优于, 擅长; vi. 胜过其他	cet6 gre ielts ky toefl
excellent	'ekslәnt	a. 优良的, 杰出的, 出色的	cet4 cet6 gk ky toefl zk
except	ik'sept	vt. 除, 除外; vi. 反对; prep. 除了...之外, 若不是, 除非; conj. 只是	gk zk
exception	ik'sepʃәn	n. 例外, 除外, 异议; [计] 例外; 异常	cet4 cet6 ielts ky toefl
exceptionable	ik'sepʃәnәbl	a. 可反对的, 可抗议的	gre
exceptional	ik'sepʃәnәl	a. 例外的, 异常的, 特别的	cet6 gre ielts ky toefl
exceptionally		adv. 特殊地；异常地；例外地	toefl
excerpt	'eksә:pt	n. 摘录; v. 引用, 摘录	gre ielts ky toefl
excess	ik'ses	n. 过度, 剩于, 超过, 超额; a. 过量的, 额外的	cet4 cet6 gre ielts ky toefl
excessive	ik'sesiv	a. 过度的, 过多的, 极端的; [法] 过度的, 过分的, 额外的	cet4 cet6 ky toefl
excessively	ik'sesivli	adv. 过多, 极度, 过度, 过分	cet6
exchange	iks'tʃeindʒ	n. 交换, (电话)交换局, 交换机, 汇兑, 交易所; v. 交换, 交易, 兑换; [计] 交换; 电话局	cet4 cet6 gk ielts ky toefl
exchequer	iks'tʃekә	n. (英国)财政部, 国库; [法] 国库, 财源, 财政法院	gre
excise	ek'saiz	n. (烟、酒等)消费税, 货物税, 国产税; vt. 切除	gre
excitability	ik.saitә'biliti	n. 易兴奋性, 兴奋性, 激动性; [医] 应激性, 刺激感受性, 兴奋性	gre
excitable	ik'saitәbl	a. 能被激动的, 易兴奋的, 易怒的; [医] 应激的, [可]兴奋的	toefl
excite	ik'sait	vt. 刺激, 使兴奋, 激励	cet4 cet6 gk ky toefl zk
excitement	ik'saitmәnt	n. 刺激, 兴奋; [医] 兴奋, 激动	cet4 ielts ky toefl
exciting	ik'saitiŋ	a. 令人兴奋的, 刺激的; [电] 激磁	cet4 cet6 ielts ky toefl
exclaim	iks'kleim	v. 大叫, 呼喊, 大声叫	cet4 cet6 gre ielts ky toefl
exclamation	.eksklә'meiʃәn	n. 惊呼, 激烈言词, 惊叹词	cet6 gre
exclude	iks'klu:d	vt. 除外, 排除, 排斥; [医] 除外(诊断)	cet4 cet6 gre ielts ky toefl
exclusion	ik'sklu:ʒәn	n. 排除, 除外, 逐出; [医] 排除, 除外, 分离术	toefl
exclusive	ik'sklu:siv	a. 排外的, 独占的, 唯一的; [计] 独占的	cet4 cet6 gre ielts ky toefl
exclusively	ik'sklu:sivli	adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地	cet4 cet6 ielts toefl
excogitate	eks'kɒdʒiteit	vt. 想出, 研究出, 设计, 发明	gre
excoriate	ek'skɒ:rieit	vt. 剥皮, 擦破皮肤, 严厉的责难	gre
excrement	'ekskrimәnt	n. 排泄, 大便; [医] 粪便	ielts
excrete	ek'skri:t	vt. 排泄, 分泌; [医] 排泄, 分泌	cet6 gre
excruciate	iks'kru:ʃieit	vt. 施酷刑, 拷问, 使苦恼, 折磨	gre
exculpate	'ekskʌlpeit	vt. 使无罪, 开脱; [法] 使无罪, 申辩无罪, 辩解	gre toefl
excursion	ik'skә:ʒәn	n. 远足, 游览圆, 短程旅行; [医] 移动, 离轨, 逸出	cet4 cet6 gre ielts ky toefl
excursive	ik'skә:siv	a. 游览的, 离题的, 散漫的; [医] 移动性的	gre
excuse	ik'skju:z	vt. 原谅, 申辩, 做为...的托辞; n. 致歉, 理由, 饶恕, 借口	gk ielts toefl zk
execrable	'eksikrәbl	a. 该咒的, 可憎恨的, 讨厌的	gre
execrate	'eksikreit	vt. 憎恨, 憎恶, 诅咒; vi. 诅咒	gre
execration	.eksi'kreiʃәn	n. 憎恶, 诅咒, 被咒骂的人(或事)	gre
execute	'eksikju:t	vt. 执行, 实行, 完成, 处死, 制成; [计] 执行	cet4 cet6 gre ielts ky toefl
execution	.eksi'kju:ʃәn	n. 实行, 完成, 执行, 死刑; [计] 执行	cet6 ielts toefl
executive	ig'zekjutiv	n. 执行部门, 执行委员会, 执行者, 经理主管人员; a. 执行的, 善于执行的, 善于经营的; [计] 执行程序	cet4 cet6 ielts ky toefl
exemplary	ig'zemplәri	a. 可仿效的, 可做模范的, 惩戒性的, 示范的; [法] 惩罚性的, 警戒性的, 示范的	gre toefl
exemplify	ig'zemplifai	vt. 例证, 例示; [法] 制作经公章证明的誊本, 例证	cet6 gre ielts ky toefl
exempt	ig'zempt	n. 免税者, 被免除义务者; a. 免除的; vt. 使免除, 豁免	cet6 gre ielts ky toefl
exemption	ig'zempʃәn	n. 解除, 免除, 免税; [化] 免检	toefl
exercise	'eksәsaiz	n. 行使, 执行, 运动, 练习, 作业; vt. 运用, 练习, 运动; vi. 练习, 锻炼	gk ielts zk
exert	ig'zә:t	vt. 发挥, 运用, 施以影响; [法] 施加, 产生, 行使	cet4 cet6 gre ielts ky toefl
exertion	ig'zә:ʃәn	n. 努力, 发挥, 运用; [医] 劳力, 用力	toefl
exhale	eks'heil	v. 呼气, 发出, 散发	gre toefl
exhaust	ig'zɒ:st	n. 排气, 排气装置, 废气; vt. 抽完, 用尽, 耗尽, 使精疲力尽; vi. 排气	cet4 cet6 gre ielts ky toefl
exhausted	iɡ'zɔ:stid	a. 耗尽的；疲惫的	toefl
exhausting	i^'zɔ:stiŋ	a. 使耗尽的, 使人筋疲力尽的; [计] 经验, 技巧, 穷举, 耗尽, 排气	toefl
exhaustion	ig'zɒ:stʃәn	n. 抽空, 耗尽, 疲惫, 筋疲力尽; [化] 抽空	cet4 toefl
exhaustive	ig'zɒ:stiv	a. 消耗的, 枯竭的, 彻底的, 详尽的	gre toefl
exhibit	ig'zibit	n. 显示, 显现, 展览品, 陈列品, 展览; vt. 展现, 陈列, 展览; vi. 开展览会	cet4 cet6 ky toefl
exhibition	.eksi'biʃәn	n. 表现, 展览会, 展览品; [医] 投药, 展览, 展出	cet4 cet6 gk ielts ky toefl
exhilarate	ig'zilәreit	vt. 使高兴, 使愉快, 鼓励	gre ielts toefl
exhilarating	ig'zilәreitiŋ	a. 令人喜欢的, 使人愉快的, 爽快的	toefl
exhilaration	ig.zilә'reiʃәn	n. 令人高兴, 愉快	gre
exhort	ig'zɒ:t	v. 劝诫, 忠告	gre ielts
exhume	ig'zju:m	vt. 掘出, 发掘	gre toefl
exigent	'eksidʒәnt	a. 紧急的, 迫切的, 苛求的; [法] 催告书, 勒令, 限令	gre
exiguous	eg'zigjuәs	a. 稀少的, 细微的, 细小的	gre
exile	'eksail	n. 放逐, 流放, 被放逐者; vt. 放逐, 流放, 使背井离乡	cet6 ielts ky toefl
exist	ig'zist	vi. 存在, 生存, 发生	cet4 cet6 gk ky toefl
existence	ig'zistәns	n. 存在, 生存; [法] 存在, 存在状态, 实体	cet4 cet6 gk ielts ky
existent	ig'zistәnt	a. 存在的, 生存的, 现存的; [医] 生存者	ielts
existential	.egzis'tenʃәl	a. 有关存在的	gre
existing	i^'zistiŋ	a. 存在的, 目前的, 现存的, 现有的; [计] 现成的, 已有的, 现存的	ielts
exit	'eksit	n. 出口, 退场, 离去, 去世; vi. 退出, 脱离, 去世; [计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM); 恢复前一个命令处理器	cet4 cet6 gk ky toefl
exocrine	'eksәkrain	a. 外分泌的; [医] 外分泌的, 外分泌物	toefl
exodus	'eksәdәs	n. 大批的离去; [法] 退出, 大批离去, 成一外出	gre toefl
exonerate	ig'zɒnәreit	vt. 免除, 证明无罪; [法] 解放, 开释, 免罪	gre
exorbitant	ig'zɒ:bitәnt	a. 过度的, 过高的, 过分的	gre ielts toefl
exorcise	'eksɒ:saiz	vt. 驱邪, 除怪	gre
exotic	ig'zɒtik	a. 异国的, 外来的; n. 外来人, 外来物, 舶来品	cet6 gre ielts ky toefl
expand	ik'spænd	vt. 使膨胀, 详述, 扩张; vi. 张开, 发展; vt. 展开; vi. 展开; [计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上	cet4 cet6 gk gre ielts ky toefl
expanding	iks'pændiŋ	[机] 扩张工作	toefl
expanse	ik'spæns	n. 宽阔区域, 宽阔, 天空	toefl
expansion	ik'spænʃәn	n. 扩充, 开展, 膨胀; [计] 扩展	cet4 cet6 ielts ky toefl
expansive	ik'spænsiv	a. 扩张性的, 使扩大的, 广阔的; [化] 膨胀的; 可以膨胀的	gre toefl
expatiate	ek'speiʃieit	vi. 详述, 细说, 漫游	gre
expatriate	eks'peitrieit	n. 移居国外者, 侨民, 被流放者, 背井离乡者; vt. 逐出国外, 脱离国籍, 放逐; vi. 移居国外	gre
expect	iks'pekt	vt. 预期, 盼望, 期待	gk zk
expectancy	ik'spektәnsi	n. 期待, 期望的事物, 嘱望, 希望, 期望, 预期; [医] 预期	ielts
expectation	.ekspek'teiʃәn	n. 期待, 指望, 展望; [化] 期望值	cet4 cet6 gk ky
expediency	ik'spi:djәnsi	n. 权宜, 方便, 私利	gre
expedient	ik'spi:diәnt	n. 权宜之计; a. 权宜的, 方便的, 有用的	gre ielts toefl
expedite	'ekspidait	vt. 加快, 促进, 发出; a. 畅通的, 无阻碍的, 迅速的, 方便的	toefl
expedition	.ekspi'diʃәn	n. 远征, 探险队, 迅速	cet6 ielts ky toefl
expeditious	.ekspi'diʃәs	a. 迅速的, 敏捷的	gre toefl
expel	ik'spel	vt. 驱逐, 逐出, 排出, 开除; [医] 排除, 迫出	cet4 cet6 gre ielts ky toefl
expend	ik'spend	vt. 花费, 消耗, 用光	cet4 gre ielts ky
expenditure	ik'spenditʃә	n. 开支, 费用, 用光, 消费额; [经] 支出, 费用, 消费	cet4 cet6 gre ielts ky toefl
expense	ik'spens	n. 费用, 代价, 开支, 损失; [经] 费用, 开支, 将支出转为费用	cet4 gk ky
expenses		n. 开支, 经费, 费用; [法] 开支, 支出, 经费	ielts
expensive	ik'spensiv	a. 贵的, 奢华的, 费用浩大的, 乱化钱的; [经] 高价的, 昂贵的, 浪费的	gk ielts zk
experience	ik'spiәriәns	n. 经历, 经验, 体验; vt. 经历, 经验, 体验	cet4 cet6 gk ielts ky zk
experienced	ik'spiәriәnst	a. 富有经验的, 老练的, 熟练的	ielts toefl
experiment	ik'sperimәnt	n. 实验, 试验, 实验仪器; vi. 实验, 尝试	cet4 cet6 gk ielts ky zk
experimental	ik.speri'mentәl	a. 实验的, 根据实验的; [医] 实验的	cet4 cet6 ielts ky
experimentally	ik.speri'mentli	adv. 实验式地, 在实验上	cet6
experimentation	eks,perimen'teiʃәn	n. 实验, 试验, 实验法; [化] 实验; 实验过程	cet6
experiments	iksˈperimənts	n. 实验( experiment的名词复数 ); 试验; 尝试; 实践	ielts
expert	'ekspә:t	n. 专家, 行家; a. 老练的, 内行的, 专门的; [计] 高级	cet4 gk ielts ky
expertise	.ekspә:'ti:z	n. 专家意见, 专门技术; [法] 专门知识, 专家意见	cet6 gre ielts ky toefl
expiate	'ekspieit	vt. 补偿, 赎; vi. 抵偿, 赎罪	gre
expiation	.ekspi'eiʃәn	n. 赎罪, 补偿; [法] 偿罪, 赎罪	gre
expiration	.ekspi'reiʃәn	n. 终止, 满期, 呼出, 呼气; [医] 呼[气], 断气, 死亡	gre
expire	ik'spaiә	vi. 期满, 呼气, 断气; vt. 呼出	cet6 gre ielts ky toefl
explain	ik'splein	v. 解释, 说明	cet4 cet6 gk ky zk
explanation	.eksplә'neiʃәn	n. 解释, 说明, 辩解, 表明; [经] 解释, 注释, 说明	cet4 cet6 gk ky
explicable	'eksplikәbl	a. 可说明的, 可解释的	gre
explicate	'eksplikeit	vt. 详细说明, 解释, 说明, 引伸	gre
explicit	ik'splisit	a. 详述的, 清楚的, 直言的	cet6 gk gre ielts ky toefl
explode	ik'splәud	vi. 爆炸, 爆发, 激增; vt. 使爆炸	cet4 cet6 gk ielts ky toefl
exploit	'eksplɒit	n. 功绩, 勋绩; vt. 开发, 利用, 开拓, 剥削	cet4 cet6 gk gre ielts ky toefl
exploitation	.eksplɒi'teiʃәn	n. 开发, 开采, 剥削; [经] 开发, 剥削, 宜传	cet6 ky toefl
exploration	.eksplә'reiʃәn	n. 探险, 踏勘, 探测; [医] 探察	cet6 toefl
explore	ik'splɒ:	v. 探险, 探测, 探究	cet4 cet6 gk ielts ky toefl
explorer	ik'splɒ:rә	n. 探险家, 探测者, 勘探器; [医] 探察器	gk toefl
explosion	ik'splәuʒәn	n. 爆发, 激增, 爆炸(声); [化] 爆炸	cet4 cet6 ielts ky
explosive	ik'splәusiv	n. 炸药, 爆破音; a. 易爆发的, 爆炸的, 暴躁的	cet4 cet6 gre ielts ky toefl
exponent	ik'spәunәnt	n. 说明者, 倡导者, 说明物, 指数; a. 说明的; [计] 指数	gre toefl
exponential	.ekspәu'nenʃәl	a. 指数的; n. 指数; [计] 指数	toefl
exponentially	ˌekspə'nenʃəlɪ	adv. 以指数方式	gre
export	ik'spɒ:t	n. 输出品, 输出; vt. 输出, 出口; vi. 输出物资; [计] 导出	cet4 gk ielts ky
expose	ik'spәuz	vt. 使暴露, 使曝光, 揭穿, 陈列; [医] 暴露, 露置	cet4 cet6 gk ielts ky toefl
exposition	.ekspә'ziʃәn	n. 阐述, 讲解, 说明, 博览会, 展览会; [经] 展览会, 集市, 义卖市场	cet6 gre ielts toefl
expository	ik'spɒzitәri	a. 说明的, 解释的	gre
expostulate	ik'spɔstjuleit	vi. 劝诫, 告诫；忠告	gre
exposure	ik'spәuʒә	n. 暴露, 揭发, 揭露; [化] 曝光量; 照射; 照射量	cet4 cet6 gre ielts ky toefl
expound	ik'spaund	v. 详细说明, 解释	gre toefl
express	ik'spres	n. 快车, 快递, 专使; a. 明确的, 丝毫不差的, 专门的, 快的; vt. 表达, 表示, 表露	cet4 cet6 gk ky zk
expression	ik'spreʃәn	n. 表达, 表现, 词语, 措辞; [计] 表达式	cet4 cet6 gk ky
expressive	ik'spresiv	a. 表达的, 富于表情的	toefl
expressly	ik'spresli	adv. 明白地, 清楚地, 特意地	gre toefl
expropriate	eks'prәuprieit	vt. 剥夺, 没收, 征用; [法] 征用, 没收, 剥夺...的所有权	gre
expulsion	ik'spʌlʃәn	n. 逐出, 开除, 驱逐, 排气; [医] 逼出	gre ielts
expunge	ik'spʌndʒ	vt. 擦掉, 删掉, 除去	gre
expurgate	'ekspә:geit	vt. 删除, 修订, 使纯洁	gre
exquisite	'ekskwizit	a. 精致的, 细腻的, 敏锐的	cet6 gre ielts ky toefl
extant	ek'stænt	a. 现存的, 未毁的	gre toefl
extemporaneous	ik.stempә'reiniәs	a. 无准备的, 即席的, 临时的; [医] 临时的, 当时的	gre toefl
extemporize	ik'stempәraiz	v. 即席演说, 即兴演奏, 当场作成	gre
extend	ik'stend	v. 扩充, 延伸, 伸展, 扩大; [计] 扩展	cet4 cet6 gre ielts ky toefl
extended	ik'stendid	a. 延续的, 伸出的, 竭尽全力的, 广大的, 扩大范围的; [法] 展期的, 延期的, 延长的	toefl
extension	ik'stenʃәn	n. 延长, 扩充, 范围, 扩展名; a. 伸缩的; [计] 扩展名, 扩充名	cet4 cet6 gk ielts ky toefl
extensive	ik'stensiv	a. 广的, 广泛的, 多方面的; [经] 广大的, 扩大的	cet4 cet6 ielts ky toefl
extent	ik'stent	n. 范围, 程度, 区域; [计] 范围	cet4 cet6 ielts ky toefl
extenuate	ik'stenjueit	vt. 减轻, 为...找借口; [法] 减轻, 低估, 藐视	gre toefl
exterior	ik'stiәriә	n. 外部, 表面, 外貌; a. 外部的, 外在的, 表面的	cet4 cet6 ielts ky toefl
exterminate	ik'stә:mineit	vt. 扑灭, 消灭, 根绝	gre ielts toefl
external	ik'stә:nl	n. 外部, 外面; a. 外部的, 客观的, 表面的	cet4 cet6 ielts ky toefl
externalize	ik'stә:nәlaiz	vt. 给...以外型, 使客观化, 使具体化; [医] 表面化	gre
extinct	ik'stiŋkt	a. 熄灭的, 灭绝的, 耗尽的; [法] 消灭了的, 过时的, 无效的	cet4 cet6 gre ielts ky toefl
extinction	ik'stiŋkʃәn	n. 消失, 消灭, 废止; [化] 消光; 熄灭	cet6 gre toefl
extinguish	ik'stiŋgwiʃ	vt. 熄灭, 使消亡, 压制, 使减色; [医] 消灭	cet6 gre ielts ky toefl
extirpation	.ekstә:'peiʃәn	n. 消灭, 根除, 毁灭; [医] 摘除	gre
extol	ik'stәul	vt. 颂扬, 称赞, 吹捧	gre toefl
extort	ik'stɒ:t	vt. 勒索, 敲诈, 强要; [医] 外旋	gre ielts toefl
extra	'ekstrә	n. 额外的事物, 另外的收费; a. 额外的, 特别的; adv. 额外地, 特别地, 非常地	cet4 cet6 gk ielts ky
extract	ik'strækt	n. 榨出物, 精汁, 摘录, 选段; vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取; [计] 提取	cet6 gre ielts ky toefl
extraction	ik'strækʃәn	n. 抽出, 取出, 拔出术, 抽出物; [化] 萃取; 提取	cet6
extracurricular	.ekstrәkә'rikjulә	a. 课外的, 业余的	cet6
extradite	'ekstrәdait	vt. 引渡, 获取(逃犯等)的引渡; [法] 引渡, 使被引渡	gre
extraneous	ek'streiniәs	a. 外来的, 非必要的, 无关的; [医] 体外的	gre toefl
extraordinarily	ik'strɔ:dθnәrili	adv. 非凡, 破例, 特别, 非常, 离奇, 使人惊奇, 惊人, 特命, 特派	cet6
extraordinary	ik'strɒ:dәnәri	a. 非常的, 特别的, 非凡的; [经] 非常的, 特别的, 临时的	cet4 cet6 gk ky toefl
extrapolate	ek'stræpәleit	v. 推断, 外推	gre
extravagance	ik'strævәgәns	n. 奢侈, 浪费, 放肆的言行	gre
extravagant	ik'strævgәnt	a. 奢侈的, 挥霍无度的, 浪费的	cet6 ielts ky toefl
extreme	ik'stri:m	n. 极端, 末端; a. 极端的, 尽头的, 极度的, 偏激的	cet4 cet6 gk ielts ky
extremely	ik'stri:mli	adv. 极端地, 非常地	cet4 cet6 gk
extremist	iks'tri:mist	[经] 偏激份子	gre
extremity	ik'stremiti	n. 极端, 极点, 困境, 绝境; [医] 肢, 端	toefl
extricable	'ekstrikәbl	a. 可救出的, 可解救的	gre
extricate	'ekstrikeit	vt. 使解脱, 救出	gre toefl
extrinsic	ek'strinsik	a. 外在的, 外来的, 非国有的, 外表的; [医] 外部的, 体外的	gre
extrovert	'ekstrәuvә:t	n. 外向性格的人; [医] 外倾[性格]者	gre
extrude	ek'stru:d	vt. 挤出, 压出, 逐出; vi. 伸出, 突出	gre toefl
exuberance	ig'zju:bәrәns	n. 茂盛, 茂盛的生长物, 丰富	gre
exuberant	ig'zju:bәrәnt	a. 繁茂的, 丰富的, 生气勃勃的; [医] 生成过多的, 高度增生的	gre ielts toefl
exude	ig'zju:d	v. (使)流出, (使)渗出	gre toefl
exult	ig'zʌlt	vi. 非常高兴, 欢欣	gre
exultant	ig'zʌltәnt	a. 非常高兴的, 欢欣的	gre toefl
eye	ai	n. 眼睛, 视力, 看; vt. 看, 注视	gk ielts zk
eye-catching		a. 引人注目的, 引人瞩目的	toefl
eyebrow	'aibrau	n. 眉毛; [医] 眉	ky
eyesight	'aisait	n. 视力, 目力	cet4 cet6 gk ielts ky
eyewitness	ai'witnis	n. 目击者, 见证人	gk toefl
F	ef	[计] 故障, 假, 法拉, 字段, 标记, 特征, 分数, 频率, 函数, 功能	gk
fable	'feibl	n. 寓言, 神话, 谎言; vi. 虚构, 作寓言	cet6 ky toefl
fabric	'fæbrik	n. 织物, 布, 结构, 构造, 建筑物; [经] 组织, 建筑物, 工厂	cet4 cet6 gre ielts ky toefl
fabricate	'fæbrikeit	vt. 制造, 建造, 装配, 伪造	cet6 gre ielts ky toefl
fabrication	.fæbri'keiʃәn	n. 制造, 建造, 虚构的谎言; [医] 虚谈症	cet6
fabulous	'fæbjulәs	a. 传说的, 寓言般的, 难以置信的	gre ielts ky
facade	fә'sɑ:d	n. 建筑物的正面, 外观, 表面	gre toefl
face	feis	n. 脸, 面容, 正面, 外观; vt. 面对, 朝, 正视, 面临; vi. 朝, 向; [计] 现场可改变的控制元件	gk ielts toefl zk
facelift		n. 除去面部皱纹的整容手术	toefl
facet	'fæsit	n. (多面体的)面, 方面, 琢面; [医] 小平面, 小面	cet6 gre ielts toefl
facetious	fә'si:ʃәs	a. 滑稽的, 爱开玩笑的	gre toefl
facial	'feiʃәl	n. 美颜, 脸部按摩; a. 脸的, 表面的, 脸部用的	gk
facile	'fæsil	a. 容易的, 灵巧的, 温和的	gre toefl
facilitate	fә'siliteit	vt. 使容易, 促进, 帮助; [法] 使容易, 使便利, 推进	cet6 gre ielts ky toefl
facilitation	fә,sili'teiʃәn	[医] 容易化, 助长, 接通[作用]	toefl
facilities		n. 工具, 设施, 设备	gre ielts
facility	fә'siliti	n. 容易, 灵巧, 设备; [计] 设施; 设备; 装备	cet4 cet6 ielts ky toefl
facsimile	fæk'simili	n. 摹(真)本, 传真; vt. 传真, 临摹; a. 复制的; [计] 复制; 传真; 精确复制	gre toefl
fact	fækt	n. 事实, 真实性, 真相, 细节, 论据	cet4 gk ky zk
faction	'fækʃәn	n. 小派系, 内讧; [法] 宗派, 派别, 小集团	cet6 gre toefl
factious	'fækʃәs	a. 好搞派系的, 好结党营私的	toefl
factitious	fæk'tiʃәs	a. 人为的, 人工的, 不自然的; [医] 人工的, 人造的, 假的	gre toefl
factor	'fæktә	n. 因素, 因数, 系数, 基因, 代理人; [计] 因式	cet4 ielts ky toefl
factorable		[计] 可分解因子的	gre
factories		n. 工厂, 车厂（factory复数形式）	ielts
factors		n. 因素（factor的复数）	ielts
